StrongsOne ^ StrongsTwo ^ Count
905 ^ 7130 ^ 1
905 ^ 2142 ^ 1
905 ^ 7554 ^ 1
905 ^ 7971 ^ 1
6240 ^ 8141 ^ 77
6240 ^ 3117 ^ 32
6240 ^ 505 ^ 23
6240 ^ 5892 ^ 18
6240 ^ 2320 ^ 13
6240 ^ 520 ^ 11
6240 ^ 3532 ^ 9
6240 ^ 376 ^ 6
6240 ^ 1121 ^ 6
6240 ^ 7626 ^ 5
6240 ^ 1241 ^ 5
6240 ^ 68 ^ 5
6240 ^ 3407 ^ 4
6240 ^ 7223 ^ 4
6240 ^ 6499 ^ 4
6240 ^ 8255 ^ 3
6240 ^ 8147 ^ 3
6240 ^ 5387 ^ 2
6240 ^ 251 ^ 2
6240 ^ 5869 ^ 2
6240 ^ 134 ^ 2
6240 ^ 5921 ^ 2
6240 ^ 3701 ^ 2
6240 ^ 4294 ^ 2
6240 ^ 4480 ^ 2
6240 ^ 738 ^ 2
6240 ^ 802 ^ 2
6240 ^ 5117 ^ 2
6240 ^ 753 ^ 2
6240 ^ 7341 ^ 2
6240 ^ 7291 ^ 1
6240 ^ 3206 ^ 1
6240 ^ 3556 ^ 1
6240 ^ 5315 ^ 1
6240 ^ 4676 ^ 1
6240 ^ 5982 ^ 1
6240 ^ 2471 ^ 1
6240 ^ 7086 ^ 1
6240 ^ 3709 ^ 1
6240 ^ 4392 ^ 1
6240 ^ 4503 ^ 1
6240 ^ 5409 ^ 1
6240 ^ 1144 ^ 1
6240 ^ 5324 ^ 1
6240 ^ 2905 ^ 1
6240 ^ 7168 ^ 1
6240 ^ 6776 ^ 1
6240 ^ 452 ^ 1
6240 ^ 1992 ^ 1
6240 ^ 7218 ^ 1
6240 ^ 475 ^ 1
6240 ^ 3356 ^ 1
6240 ^ 2647 ^ 1
6240 ^ 3428 ^ 1
6240 ^ 1083 ^ 1
6240 ^ 564 ^ 1
6240 ^ 2387 ^ 1
6240 ^ 6483 ^ 1
6240 ^ 6611 ^ 1
6240 ^ 5832 ^ 1
6240 ^ 2811 ^ 1
6240 ^ 7619 ^ 1
6240 ^ 4993 ^ 1
6240 ^ 3406 ^ 1
6240 ^ 2608 ^ 1
6240 ^ 3436 ^ 1
6240 ^ 2607 ^ 1
6240 ^ 4413 ^ 1
6240 ^ 6249 ^ 1
6240 ^ 1323 ^ 1
6240 ^ 8145 ^ 1
6240 ^ 2145 ^ 1
6240 ^ 6842 ^ 1
6240 ^ 1931 ^ 1
6240 ^ 702 ^ 1
6240 ^ 2568 ^ 1
6240 ^ 5178 ^ 1
6240 ^ 7239 ^ 1
3956 ^ 1696 ^ 5
3956 ^ 3808 ^ 4
3956 ^ 1692 ^ 4
3956 ^ 4480 ^ 3
3956 ^ 1897 ^ 3
3956 ^ 776 ^ 2
3956 ^ 2091 ^ 2
3956 ^ 834 ^ 2
3956 ^ 5971 ^ 2
3956 ^ 413 ^ 2
3956 ^ 8104 ^ 2
3956 ^ 2450 ^ 2
3956 ^ 369 ^ 2
3956 ^ 4940 ^ 1
3956 ^ 376 ^ 1
3956 ^ 6437 ^ 1
3956 ^ 3220 ^ 1
3956 ^ 4417 ^ 1
3956 ^ 3605 ^ 1
3956 ^ 8034 ^ 1
3956 ^ 6175 ^ 1
3956 ^ 2026 ^ 1
3956 ^ 2256 ^ 1
3956 ^ 5999 ^ 1
3956 ^ 1396 ^ 1
3956 ^ 5842 ^ 1
3956 ^ 6775 ^ 1
3956 ^ 7442 ^ 1
3956 ^ 2803 ^ 1
3956 ^ 3588 ^ 1
3956 ^ 2299 ^ 1
3956 ^ 2719 ^ 1
3956 ^ 3782 ^ 1
3956 ^ 3611 ^ 1
3956 ^ 1571 ^ 1
3956 ^ 1980 ^ 1
3956 ^ 6030 ^ 1
3956 ^ 7440 ^ 1
3956 ^ 2005 ^ 1
3956 ^ 3644 ^ 1
3956 ^ 3559 ^ 1
3956 ^ 3027 ^ 1
3956 ^ 5237 ^ 1
3956 ^ 6662 ^ 1
3956 ^ 3772 ^ 1
3956 ^ 7280 ^ 1
3956 ^ 6086 ^ 1
3956 ^ 5307 ^ 1
3956 ^ 157 ^ 1
3956 ^ 1892 ^ 1
3956 ^ 7665 ^ 1
3956 ^ 8130 ^ 1
3956 ^ 8451 ^ 1
3956 ^ 7381 ^ 1
3956 ^ 4611 ^ 1
3956 ^ 4714 ^ 1
3956 ^ 398 ^ 1
3956 ^ 5926 ^ 1
3956 ^ 483 ^ 1
3956 ^ 5405 ^ 1
3956 ^ 7650 ^ 1
3956 ^ 3928 ^ 1
3956 ^ 6965 ^ 1
3956 ^ 859 ^ 1
3956 ^ 935 ^ 1
3956 ^ 3045 ^ 1
3956 ^ 7198 ^ 1
3956 ^ 2671 ^ 1
3956 ^ 408 ^ 1
3956 ^ 5001 ^ 1
3956 ^ 3243 ^ 1
3956 ^ 1681 ^ 1
3956 ^ 3778 ^ 1
3956 ^ 2097 ^ 1
3956 ^ 7423 ^ 1
3956 ^ 4672 ^ 1
3956 ^ 1471 ^ 1
3956 ^ 4743 ^ 1
3383 ^ 3405 ^ 13
3383 ^ 4217 ^ 11
3383 ^ 4480 ^ 8
3383 ^ 413 ^ 7
3383 ^ 1366 ^ 6
3383 ^ 935 ^ 6
3383 ^ 3605 ^ 4
3383 ^ 776 ^ 4
3383 ^ 859 ^ 3
3383 ^ 3423 ^ 3
3383 ^ 3772 ^ 3
3383 ^ 5704 ^ 3
3383 ^ 3220 ^ 3
3383 ^ 4428 ^ 3
3383 ^ 6258 ^ 2
3383 ^ 6440 ^ 2
3383 ^ 7725 ^ 2
3383 ^ 2088 ^ 2
3383 ^ 5511 ^ 2
3383 ^ 1931 ^ 2
3383 ^ 4325 ^ 2
3383 ^ 834 ^ 2
3383 ^ 3898 ^ 2
3383 ^ 854 ^ 2
3383 ^ 5437 ^ 2
3383 ^ 3588 ^ 1
3383 ^ 3876 ^ 1
3383 ^ 8033 ^ 1
3383 ^ 1973 ^ 1
3383 ^ 8444 ^ 1
3383 ^ 7969 ^ 1
3383 ^ 4057 ^ 1
3383 ^ 1115 ^ 1
3383 ^ 1516 ^ 1
3383 ^ 3117 ^ 1
3383 ^ 310 ^ 1
3383 ^ 3427 ^ 1
3383 ^ 6965 ^ 1
3383 ^ 8095 ^ 1
3383 ^ 5921 ^ 1
3383 ^ 5975 ^ 1
3383 ^ 3548 ^ 1
3383 ^ 7272 ^ 1
3383 ^ 4390 ^ 1
3383 ^ 3068 ^ 1
3383 ^ 7311 ^ 1
3383 ^ 8478 ^ 1
3383 ^ 3709 ^ 1
3383 ^ 6218 ^ 1
3383 ^ 3091 ^ 1
3383 ^ 3004 ^ 1
3383 ^ 5414 ^ 1
3383 ^ 2022 ^ 1
3383 ^ 3881 ^ 1
3383 ^ 1379 ^ 1
3383 ^ 8337 ^ 1
3383 ^ 1419 ^ 1
3383 ^ 4124 ^ 1
3383 ^ 4100 ^ 1
3383 ^ 5674 ^ 1
3383 ^ 669 ^ 1
3383 ^ 5307 ^ 1
3383 ^ 7200 ^ 1
3383 ^ 1980 ^ 1
3383 ^ 3063 ^ 1
3383 ^ 2583 ^ 1
3383 ^ 7650 ^ 1
3383 ^ 559 ^ 1
3383 ^ 7651 ^ 1
3383 ^ 1697 ^ 1
3383 ^ 3947 ^ 1
3383 ^ 1504 ^ 1
3383 ^ 2009 ^ 1
3383 ^ 7223 ^ 1
3383 ^ 4628 ^ 1
3383 ^ 2769 ^ 1
3383 ^ 1551 ^ 1
3383 ^ 7703 ^ 1
2450 ^ 3820 ^ 13
2450 ^ 376 ^ 9
2450 ^ 1121 ^ 7
2450 ^ 5869 ^ 7
2450 ^ 4480 ^ 4
2450 ^ 995 ^ 3
2450 ^ 7896 ^ 2
2450 ^ 6213 ^ 2
2450 ^ 3808 ^ 2
2450 ^ 802 ^ 2
2450 ^ 5046 ^ 2
2450 ^ 1397 ^ 2
2450 ^ 8104 ^ 2
2450 ^ 8085 ^ 2
2450 ^ 5750 ^ 2
2450 ^ 7919 ^ 2
2450 ^ 5973 ^ 2
2450 ^ 1984 ^ 2
2450 ^ 2796 ^ 2
2450 ^ 935 ^ 2
2450 ^ 6547 ^ 1
2450 ^ 3644 ^ 1
2450 ^ 3784 ^ 1
2450 ^ 5557 ^ 1
2450 ^ 8282 ^ 1
2450 ^ 2451 ^ 1
2450 ^ 3605 ^ 1
2450 ^ 834 ^ 1
2450 ^ 2450 ^ 1
2450 ^ 113 ^ 1
2450 ^ 3045 ^ 1
2450 ^ 2238 ^ 1
2450 ^ 6193 ^ 1
2450 ^ 3824 ^ 1
2450 ^ 6030 ^ 1
2450 ^ 238 ^ 1
2450 ^ 4191 ^ 1
2450 ^ 2420 ^ 1
2450 ^ 5157 ^ 1
2450 ^ 157 ^ 1
2450 ^ 6845 ^ 1
2450 ^ 4832 ^ 1
2450 ^ 4726 ^ 1
2450 ^ 2449 ^ 1
2450 ^ 3373 ^ 1
2450 ^ 6239 ^ 1
2450 ^ 1847 ^ 1
2450 ^ 2219 ^ 1
2450 ^ 331 ^ 1
2450 ^ 1245 ^ 1
2450 ^ 4428 ^ 1
2450 ^ 3684 ^ 1
2450 ^ 5927 ^ 1
2450 ^ 8055 ^ 1
2450 ^ 1077 ^ 1
2450 ^ 3198 ^ 1
2450 ^ 7725 ^ 1
2450 ^ 7623 ^ 1
2450 ^ 176 ^ 1
2450 ^ 3206 ^ 1
2450 ^ 3148 ^ 1
2450 ^ 1004 ^ 1
2450 ^ 4310 ^ 1
2450 ^ 559 ^ 1
2450 ^ 5652 ^ 1
2450 ^ 6310 ^ 1
2450 ^ 1861 ^ 1
2450 ^ 3289 ^ 1
2450 ^ 6 ^ 1
2450 ^ 268 ^ 1
2450 ^ 7489 ^ 1
2450 ^ 8451 ^ 1
2450 ^ 954 ^ 1
2450 ^ 1471 ^ 1
2450 ^ 1697 ^ 1
2450 ^ 6346 ^ 1
2450 ^ 6865 ^ 1
2450 ^ 1961 ^ 1
2451 ^ 8394 ^ 6
2451 ^ 2896 ^ 6
2451 ^ 1847 ^ 6
2451 ^ 5921 ^ 5
2451 ^ 3605 ^ 4
2451 ^ 4480 ^ 4
2451 ^ 5186 ^ 4
2451 ^ 369 ^ 4
2451 ^ 6213 ^ 3
2451 ^ 998 ^ 3
2451 ^ 3588 ^ 3
2451 ^ 3808 ^ 3
2451 ^ 834 ^ 3
2451 ^ 4093 ^ 3
2451 ^ 4148 ^ 3
2451 ^ 3045 ^ 3
2451 ^ 8010 ^ 2
2451 ^ 1004 ^ 2
2451 ^ 7230 ^ 2
2451 ^ 4672 ^ 2
2451 ^ 6440 ^ 2
2451 ^ 3504 ^ 2
2451 ^ 7200 ^ 2
2451 ^ 2901 ^ 1
2451 ^ 3820 ^ 1
2451 ^ 4397 ^ 1
2451 ^ 3772 ^ 1
2451 ^ 430 ^ 1
2451 ^ 7235 ^ 1
2451 ^ 4714 ^ 1
2451 ^ 1992 ^ 1
2451 ^ 4191 ^ 1
2451 ^ 753 ^ 1
2451 ^ 1369 ^ 1
2451 ^ 413 ^ 1
2451 ^ 335 ^ 1
2451 ^ 5493 ^ 1
2451 ^ 410 ^ 1
2451 ^ 2910 ^ 1
2451 ^ 4310 ^ 1
2451 ^ 3956 ^ 1
2451 ^ 1104 ^ 1
2451 ^ 935 ^ 1
2451 ^ 120 ^ 1
2451 ^ 3245 ^ 1
2451 ^ 7069 ^ 1
2451 ^ 7225 ^ 1
2451 ^ 1869 ^ 1
2451 ^ 859 ^ 1
2451 ^ 7121 ^ 1
2451 ^ 7931 ^ 1
2451 ^ 8419 ^ 1
2451 ^ 6175 ^ 1
2451 ^ 5117 ^ 1
2451 ^ 854 ^ 1
2451 ^ 5042 ^ 1
2451 ^ 5315 ^ 1
2451 ^ 1931 ^ 1
2451 ^ 8055 ^ 1
2451 ^ 5288 ^ 1
2451 ^ 270 ^ 1
2451 ^ 5975 ^ 1
2451 ^ 1947 ^ 1
2451 ^ 6738 ^ 1
2451 ^ 2421 ^ 1
2451 ^ 5810 ^ 1
2451 ^ 559 ^ 1
2451 ^ 2808 ^ 1
2451 ^ 7585 ^ 1
2451 ^ 4422 ^ 1
2451 ^ 959 ^ 1
2451 ^ 2450 ^ 1
2451 ^ 408 ^ 1
2451 ^ 5628 ^ 1
2451 ^ 7404 ^ 1
2451 ^ 2490 ^ 1
2451 ^ 3632 ^ 1
2451 ^ 1840 ^ 1
10185 ^ 10396 ^ 8
10185 ^ 12035 ^ 6
10185 ^ 13774 ^ 5
10185 ^ 14221 ^ 4
10185 ^ 14276 ^ 3
10185 ^ 12124 ^ 3
10185 ^ 12262 ^ 3
10185 ^ 10193 ^ 3
10185 ^ 13354 ^ 3
10185 ^ 13087 ^ 2
10185 ^ 9835 ^ 2
10185 ^ 10211 ^ 2
10185 ^ 13536 ^ 2
10185 ^ 13070 ^ 2
10185 ^ 11206 ^ 2
10185 ^ 12777 ^ 2
10185 ^ 10016 ^ 2
10185 ^ 10775 ^ 2
10185 ^ 10766 ^ 2
10185 ^ 11127 ^ 2
10185 ^ 13720 ^ 1
10185 ^ 14000 ^ 1
10185 ^ 10451 ^ 1
10185 ^ 10237 ^ 1
10185 ^ 11325 ^ 1
10185 ^ 13010 ^ 1
10185 ^ 9520 ^ 1
10185 ^ 10125 ^ 1
10185 ^ 9812 ^ 1
10185 ^ 11861 ^ 1
10185 ^ 13798 ^ 1
10185 ^ 11072 ^ 1
10185 ^ 10147 ^ 1
10185 ^ 10761 ^ 1
10185 ^ 11278 ^ 1
10185 ^ 12338 ^ 1
10185 ^ 12430 ^ 1
10185 ^ 10401 ^ 1
10185 ^ 10990 ^ 1
10185 ^ 9053 ^ 1
10185 ^ 12269 ^ 1
10185 ^ 12630 ^ 1
10185 ^ 12636 ^ 1
10185 ^ 9623 ^ 1
10185 ^ 12172 ^ 1
10185 ^ 13090 ^ 1
10185 ^ 9005 ^ 1
10185 ^ 11513 ^ 1
10185 ^ 11685 ^ 1
10185 ^ 14287 ^ 1
10185 ^ 13883 ^ 1
10185 ^ 14054 ^ 1
10185 ^ 9494 ^ 1
10185 ^ 8727 ^ 1
10185 ^ 9552 ^ 1
10185 ^ 13443 ^ 1
10185 ^ 13933 ^ 1
10185 ^ 8714 ^ 1
10185 ^ 13463 ^ 1
10185 ^ 11144 ^ 1
10185 ^ 10883 ^ 1
10185 ^ 13331 ^ 1
10185 ^ 9516 ^ 1
10185 ^ 12221 ^ 1
10185 ^ 9097 ^ 1
10185 ^ 10824 ^ 1
10185 ^ 10804 ^ 1
10185 ^ 10935 ^ 1
10185 ^ 9084 ^ 1
10185 ^ 12198 ^ 1
10185 ^ 14036 ^ 1
10185 ^ 8943 ^ 1
10185 ^ 9994 ^ 1
10185 ^ 14153 ^ 1
10185 ^ 11031 ^ 1
10185 ^ 14058 ^ 1
10185 ^ 8901 ^ 1
10185 ^ 9326 ^ 1
804 ^ 935 ^ 8
804 ^ 5927 ^ 6
804 ^ 7971 ^ 5
804 ^ 6213 ^ 5
804 ^ 5921 ^ 5
804 ^ 4480 ^ 4
804 ^ 1540 ^ 3
804 ^ 3808 ^ 3
804 ^ 775 ^ 2
804 ^ 5307 ^ 2
804 ^ 4428 ^ 2
804 ^ 7725 ^ 2
804 ^ 559 ^ 2
804 ^ 8085 ^ 2
804 ^ 3427 ^ 2
804 ^ 5704 ^ 2
804 ^ 7760 ^ 2
804 ^ 4100 ^ 2
804 ^ 5414 ^ 2
804 ^ 113 ^ 2
804 ^ 1442 ^ 2
804 ^ 3898 ^ 2
804 ^ 2717 ^ 2
804 ^ 3967 ^ 2
804 ^ 5265 ^ 2
804 ^ 1598 ^ 2
804 ^ 834 ^ 2
804 ^ 3605 ^ 2
804 ^ 7138 ^ 2
804 ^ 7243 ^ 1
804 ^ 1129 ^ 1
804 ^ 7617 ^ 1
804 ^ 6031 ^ 1
804 ^ 3947 ^ 1
804 ^ 7200 ^ 1
804 ^ 1954 ^ 1
804 ^ 4672 ^ 1
804 ^ 8141 ^ 1
804 ^ 6113 ^ 1
804 ^ 3920 ^ 1
804 ^ 6680 ^ 1
804 ^ 5647 ^ 1
804 ^ 5148 ^ 1
804 ^ 3923 ^ 1
804 ^ 7307 ^ 1
804 ^ 5826 ^ 1
804 ^ 5833 ^ 1
804 ^ 1571 ^ 1
804 ^ 853 ^ 1
804 ^ 7626 ^ 1
804 ^ 5221 ^ 1
804 ^ 776 ^ 1
804 ^ 804 ^ 1
804 ^ 4714 ^ 1
804 ^ 1293 ^ 1
804 ^ 4639 ^ 1
804 ^ 5090 ^ 1
804 ^ 349 ^ 1
804 ^ 3245 ^ 1
804 ^ 5080 ^ 1
804 ^ 2865 ^ 1
804 ^ 6231 ^ 1
804 ^ 8354 ^ 1
804 ^ 398 ^ 1
804 ^ 7646 ^ 1
804 ^ 854 ^ 1
804 ^ 3638 ^ 1
804 ^ 730 ^ 1
804 ^ 8033 ^ 1
804 ^ 6501 ^ 1
804 ^ 4503 ^ 1
804 ^ 8081 ^ 1
804 ^ 2719 ^ 1
804 ^ 3588 ^ 1
804 ^ 4693 ^ 1
804 ^ 117 ^ 1
804 ^ 3381 ^ 1
587 ^ 1571 ^ 8
587 ^ 5650 ^ 7
587 ^ 6213 ^ 4
587 ^ 8085 ^ 3
587 ^ 3808 ^ 3
587 ^ 5971 ^ 3
587 ^ 251 ^ 2
587 ^ 3651 ^ 2
587 ^ 8147 ^ 2
587 ^ 935 ^ 2
587 ^ 5927 ^ 2
587 ^ 5355 ^ 2
587 ^ 7650 ^ 2
587 ^ 1980 ^ 2
587 ^ 5674 ^ 2
587 ^ 6584 ^ 2
587 ^ 6106 ^ 2
587 ^ 3162 ^ 2
587 ^ 2814 ^ 2
587 ^ 3427 ^ 2
587 ^ 3772 ^ 2
587 ^ 1419 ^ 2
587 ^ 4422 ^ 2
587 ^ 1 ^ 2
587 ^ 7843 ^ 1
587 ^ 481 ^ 1
587 ^ 61 ^ 1
587 ^ 127 ^ 1
587 ^ 3045 ^ 1
587 ^ 2931 ^ 1
587 ^ 5265 ^ 1
587 ^ 1165 ^ 1
587 ^ 6946 ^ 1
587 ^ 2502 ^ 1
587 ^ 428 ^ 1
587 ^ 3966 ^ 1
587 ^ 5647 ^ 1
587 ^ 5414 ^ 1
587 ^ 3201 ^ 1
587 ^ 8034 ^ 1
587 ^ 3372 ^ 1
587 ^ 6311 ^ 1
587 ^ 7457 ^ 1
587 ^ 5975 ^ 1
587 ^ 3034 ^ 1
587 ^ 1616 ^ 1
587 ^ 3068 ^ 1
587 ^ 8104 ^ 1
587 ^ 4100 ^ 1
587 ^ 2076 ^ 1
587 ^ 4428 ^ 1
587 ^ 4603 ^ 1
587 ^ 5973 ^ 1
587 ^ 834 ^ 1
587 ^ 1129 ^ 1
587 ^ 6504 ^ 1
587 ^ 1121 ^ 1
587 ^ 6148 ^ 1
587 ^ 3533 ^ 1
587 ^ 1767 ^ 1
587 ^ 7561 ^ 1
587 ^ 8543 ^ 1
587 ^ 2142 ^ 1
587 ^ 6965 ^ 1
587 ^ 6083 ^ 1
587 ^ 1288 ^ 1
587 ^ 2803 ^ 1
587 ^ 2563 ^ 1
587 ^ 2450 ^ 1
587 ^ 802 ^ 1
587 ^ 6999 ^ 1
587 ^ 1368 ^ 1
587 ^ 5445 ^ 1
587 ^ 1320 ^ 1
587 ^ 4743 ^ 1
587 ^ 7227 ^ 1
587 ^ 833 ^ 1
6828 ^ 4480 ^ 14
6828 ^ 6285 ^ 10
6828 ^ 8179 ^ 7
6828 ^ 1366 ^ 5
6828 ^ 5045 ^ 4
6828 ^ 5921 ^ 4
6828 ^ 5002 ^ 4
6828 ^ 1419 ^ 4
6828 ^ 776 ^ 4
6828 ^ 2022 ^ 3
6828 ^ 3381 ^ 3
6828 ^ 935 ^ 3
6828 ^ 2009 ^ 3
6828 ^ 5927 ^ 2
6828 ^ 559 ^ 2
6828 ^ 7969 ^ 2
6828 ^ 7307 ^ 2
6828 ^ 259 ^ 2
6828 ^ 6213 ^ 2
6828 ^ 6763 ^ 1
6828 ^ 6440 ^ 1
6828 ^ 6635 ^ 1
6828 ^ 8486 ^ 1
6828 ^ 5857 ^ 1
6828 ^ 5892 ^ 1
6828 ^ 2803 ^ 1
6828 ^ 1026 ^ 1
6828 ^ 6437 ^ 1
6828 ^ 5158 ^ 1
6828 ^ 4519 ^ 1
6828 ^ 3485 ^ 1
6828 ^ 3318 ^ 1
6828 ^ 8444 ^ 1
6828 ^ 3956 ^ 1
6828 ^ 2615 ^ 1
6828 ^ 1025 ^ 1
6828 ^ 4136 ^ 1
6828 ^ 3409 ^ 1
6828 ^ 702 ^ 1
6828 ^ 7151 ^ 1
6828 ^ 3225 ^ 1
6828 ^ 1980 ^ 1
6828 ^ 4725 ^ 1
6828 ^ 6227 ^ 1
6828 ^ 857 ^ 1
6828 ^ 5414 ^ 1
6828 ^ 7451 ^ 1
6828 ^ 7760 ^ 1
6828 ^ 346 ^ 1
6828 ^ 1270 ^ 1
6828 ^ 7350 ^ 1
6828 ^ 1961 ^ 1
6828 ^ 834 ^ 1
6828 ^ 5375 ^ 1
6828 ^ 376 ^ 1
6828 ^ 6866 ^ 1
6828 ^ 5483 ^ 1
6828 ^ 3605 ^ 1
6828 ^ 3411 ^ 1
6828 ^ 4058 ^ 1
6828 ^ 6921 ^ 1
6828 ^ 3548 ^ 1
6828 ^ 6607 ^ 1
6828 ^ 753 ^ 1
6828 ^ 3957 ^ 1
6828 ^ 5437 ^ 1
6828 ^ 6828 ^ 1
6828 ^ 413 ^ 1
6828 ^ 2568 ^ 1
6828 ^ 3967 ^ 1
6828 ^ 5975 ^ 1
6828 ^ 7725 ^ 1
6828 ^ 8175 ^ 1
6828 ^ 926 ^ 1
6828 ^ 5704 ^ 1
6828 ^ 6 ^ 1
6828 ^ 2677 ^ 1
6666 ^ 3068 ^ 5
6666 ^ 3808 ^ 5
6666 ^ 776 ^ 5
6666 ^ 4941 ^ 4
6666 ^ 3588 ^ 4
6666 ^ 3605 ^ 4
6666 ^ 4480 ^ 4
6666 ^ 5975 ^ 4
6666 ^ 6213 ^ 4
6666 ^ 7311 ^ 3
6666 ^ 5337 ^ 3
6666 ^ 6662 ^ 3
6666 ^ 1931 ^ 3
6666 ^ 834 ^ 3
6666 ^ 6440 ^ 2
6666 ^ 1252 ^ 2
6666 ^ 1121 ^ 2
6666 ^ 3477 ^ 2
6666 ^ 8432 ^ 2
6666 ^ 1540 ^ 2
6666 ^ 2416 ^ 2
6666 ^ 1961 ^ 2
6666 ^ 6779 ^ 2
6666 ^ 2421 ^ 2
6666 ^ 6030 ^ 1
6666 ^ 3476 ^ 1
6666 ^ 6520 ^ 1
6666 ^ 530 ^ 1
6666 ^ 3426 ^ 1
6666 ^ 3483 ^ 1
6666 ^ 2146 ^ 1
6666 ^ 2388 ^ 1
6666 ^ 4616 ^ 1
6666 ^ 5971 ^ 1
6666 ^ 410 ^ 1
6666 ^ 6403 ^ 1
6666 ^ 8668 ^ 1
6666 ^ 905 ^ 1
6666 ^ 430 ^ 1
6666 ^ 4428 ^ 1
6666 ^ 3290 ^ 1
6666 ^ 1755 ^ 1
6666 ^ 5769 ^ 1
6666 ^ 3318 ^ 1
6666 ^ 8549 ^ 1
6666 ^ 571 ^ 1
6666 ^ 5341 ^ 1
6666 ^ 2617 ^ 1
6666 ^ 3519 ^ 1
6666 ^ 2009 ^ 1
6666 ^ 4949 ^ 1
6666 ^ 3427 ^ 1
6666 ^ 8252 ^ 1
6666 ^ 1696 ^ 1
6666 ^ 5797 ^ 1
6666 ^ 1530 ^ 1
6666 ^ 3559 ^ 1
6666 ^ 4639 ^ 1
6666 ^ 5800 ^ 1
6666 ^ 5381 ^ 1
6666 ^ 8302 ^ 1
6666 ^ 2860 ^ 1
6666 ^ 8416 ^ 1
6666 ^ 7227 ^ 1
6666 ^ 5708 ^ 1
6666 ^ 1471 ^ 1
6666 ^ 227 ^ 1
6666 ^ 935 ^ 1
6666 ^ 5002 ^ 1
6666 ^ 8104 ^ 1
6666 ^ 1322 ^ 1
6666 ^ 4994 ^ 1
6666 ^ 7114 ^ 1
6666 ^ 3381 ^ 1
6666 ^ 386 ^ 1
6666 ^ 3939 ^ 1
6666 ^ 2224 ^ 1
8706 ^ 11636 ^ 12
8706 ^ 12262 ^ 12
8706 ^ 11206 ^ 10
8706 ^ 10990 ^ 9
8706 ^ 13211 ^ 7
8706 ^ 10710 ^ 6
8706 ^ 10306 ^ 6
8706 ^ 12927 ^ 5
8706 ^ 10505 ^ 5
8706 ^ 12413 ^ 5
8706 ^ 11150 ^ 5
8706 ^ 11271 ^ 4
8706 ^ 11654 ^ 4
8706 ^ 10866 ^ 4
8706 ^ 9285 ^ 3
8706 ^ 10396 ^ 3
8706 ^ 11678 ^ 3
8706 ^ 12686 ^ 2
8706 ^ 9897 ^ 2
8706 ^ 12000 ^ 2
8706 ^ 9239 ^ 2
8706 ^ 9835 ^ 2
8706 ^ 11458 ^ 2
8706 ^ 14169 ^ 2
8706 ^ 12746 ^ 2
8706 ^ 9580 ^ 2
8706 ^ 9840 ^ 2
8706 ^ 13008 ^ 1
8706 ^ 12446 ^ 1
8706 ^ 9921 ^ 1
8706 ^ 11270 ^ 1
8706 ^ 9717 ^ 1
8706 ^ 10199 ^ 1
8706 ^ 13133 ^ 1
8706 ^ 12802 ^ 1
8706 ^ 11165 ^ 1
8706 ^ 10193 ^ 1
8706 ^ 9520 ^ 1
8706 ^ 12374 ^ 1
8706 ^ 12017 ^ 1
8706 ^ 9542 ^ 1
8706 ^ 12057 ^ 1
8706 ^ 12451 ^ 1
8706 ^ 12060 ^ 1
8706 ^ 14131 ^ 1
8706 ^ 13240 ^ 1
8706 ^ 10211 ^ 1
8706 ^ 10361 ^ 1
8706 ^ 11117 ^ 1
8706 ^ 12419 ^ 1
8706 ^ 12825 ^ 1
8706 ^ 10720 ^ 1
8706 ^ 9770 ^ 1
8706 ^ 12430 ^ 1
8706 ^ 13411 ^ 1
8706 ^ 8909 ^ 1
8706 ^ 11664 ^ 1
8706 ^ 10611 ^ 1
8706 ^ 8938 ^ 1
8706 ^ 14281 ^ 1
8706 ^ 13757 ^ 1
8706 ^ 9522 ^ 1
8706 ^ 11617 ^ 1
8706 ^ 8979 ^ 1
8706 ^ 10738 ^ 1
8706 ^ 11657 ^ 1
8706 ^ 11869 ^ 1
8706 ^ 9884 ^ 1
8706 ^ 11763 ^ 1
8706 ^ 12426 ^ 1
8706 ^ 12844 ^ 1
8706 ^ 8864 ^ 1
8706 ^ 10707 ^ 1
8706 ^ 13729 ^ 1
8706 ^ 13891 ^ 1
8706 ^ 8816 ^ 1
8706 ^ 11814 ^ 1
929 ^ 834 ^ 17
929 ^ 3605 ^ 14
929 ^ 4480 ^ 11
929 ^ 776 ^ 9
929 ^ 5921 ^ 5
929 ^ 4191 ^ 4
929 ^ 5973 ^ 4
929 ^ 7704 ^ 4
929 ^ 4327 ^ 3
929 ^ 5775 ^ 3
929 ^ 1931 ^ 3
929 ^ 398 ^ 3
929 ^ 7250 ^ 3
929 ^ 1961 ^ 3
929 ^ 3881 ^ 3
929 ^ 5414 ^ 3
929 ^ 6529 ^ 3
929 ^ 7431 ^ 2
929 ^ 5704 ^ 2
929 ^ 2416 ^ 2
929 ^ 3808 ^ 2
929 ^ 1616 ^ 2
929 ^ 176 ^ 2
929 ^ 7999 ^ 2
929 ^ 4591 ^ 2
929 ^ 929 ^ 2
929 ^ 6299 ^ 2
929 ^ 1121 ^ 2
929 ^ 962 ^ 2
929 ^ 7998 ^ 2
929 ^ 1820 ^ 2
929 ^ 3588 ^ 2
929 ^ 3947 ^ 1
929 ^ 389 ^ 1
929 ^ 1259 ^ 1
929 ^ 4616 ^ 1
